class,bruises,odor,spore_print_color,population,habitat,mushroom_ID,gillID,capID,veilID,stalkID
e,f,n,w,s,g,ekfwfnfwbwe?sswwpwtpwsg,fwbw,kfw,pwtp,e?ssww
p,f,f,w,v,d,pfyefffcnbt?kkwwpwoewvd,fcnb,fye,pwoe,t?kkww
p,f,y,w,v,p,pxsefyfcnbt?skpwpwoewvp,fcnb,xse,pwoe,t?skpw
p,f,f,w,v,l,pxsnfffcnbt?kswwpwoewvl,fcnb,xsn,pwoe,t?ksww
p,f,f,w,v,p,pfsnfffcnbt?kswwpwoewvp,fcnb,fsn,pwoe,t?ksww
p,f,y,w,v,l,pksnfyfcnbt?kkwwpwoewvl,fcnb,ksn,pwoe,t?kkww
p,f,f,w,v,p,pksefffcnbt?kswwpwoewvp,fcnb,kse,pwoe,t?ksww
p,f,s,w,v,l,pksefsfcnbt?kspwpwoewvl,fcnb,kse,pwoe,t?kspw
p,f,f,w,v,d,pxsefffcnbt?kkwppwoewvd,fcnb,xse,pwoe,t?kkwp
e,f,n,w,y,p,ebsnfnfcbwebyynnpwtpwyp,fcbw,bsn,pwtp,ebyynn
p,f,y,w,v,p,pksefyfcnbt?kspwpwoewvp,fcnb,kse,pwoe,t?kspw
p,f,f,w,v,p,pxsnfffcnbt?sswwpwoewvp,fcnb,xsn,pwoe,t?ssww
p,f,f,w,v,p,pxyefffcnbt?kkwwpwoewvp,fcnb,xye,pwoe,t?kkww
p,f,s,w,v,l,pfsefsfcnbt?sspppwoewvl,fcnb,fse,pwoe,t?sspp
e,f,n,n,c,l,ebsnfnacbne?ssoopnopncl,acbn,bsn,pnop,e?ssoo
e,f,n,w,n,g,eksgfnfwbpe?kkwwpwtpwng,fwbp,ksg,pwtp,e?kkww
p,f,m,w,c,d,pkyefmfcbyeckyccpwnnwcd,fcby,kye,pwnn,eckycc
p,f,y,w,v,l,pkyefyfcnbt?kswppwoewvl,fcnb,kye,pwoe,t?kswp
p,f,y,w,v,d,pfsefyfcnbt?kkpppwoewvd,fcnb,fse,pwoe,t?kkpp
e,f,n,o,c,l,eksnfnacbye?ssoopoopocl,acby,ksn,poop,e?ssoo
p,f,s,w,v,d,pfyefsfcnbt?kspwpwoewvd,fcnb,fye,pwoe,t?kspw
p,f,s,w,v,d,pkyefsfcnbt?skwppwoewvd,fcnb,kye,pwoe,t?skwp
e,f,n,w,s,g,ekfwfnfwbpe?kswwpwtpwsg,fwbp,kfw,pwtp,e?ksww
e,f,n,w,s,g,exsgfnfwbwe?skwwpwtpwsg,fwbw,xsg,pwtp,e?skww
e,f,n,o,v,l,eksnfnacbye?ssoopoopovl,acby,ksn,poop,e?ssoo
p,f,s,w,v,d,pkyefsfcnbt?sswwpwoewvd,fcnb,kye,pwoe,t?ssww
p,f,s,w,v,l,pkynfsfcnbt?kswppwoewvl,fcnb,kyn,pwoe,t?kswp
p,f,s,w,v,p,pksefsfcnbt?kswwpwoewvp,fcnb,kse,pwoe,t?ksww
e,f,n,w,s,g,exswfnfwbwe?kkwwpwtpwsg,fwbw,xsw,pwtp,e?kkww
e,f,n,w,n,g,ekswfnfwbge?kkwwpwtpwng,fwbg,ksw,pwtp,e?kkww
e,f,n,w,s,g,ekswfnfwbpe?kswwpwtpwsg,fwbp,ksw,pwtp,e?ksww
p,f,f,w,v,l,pksefffcnbt?kspwpwoewvl,fcnb,kse,pwoe,t?kspw
p,f,s,w,v,p,pxsefsfcnbt?sspwpwoewvp,fcnb,xse,pwoe,t?sspw
e,f,n,w,s,g,eksgfnfwbwe?skwwpwtpwsg,fwbw,ksg,pwtp,e?skww
e,f,n,w,s,g,exfwfnfwbge?skwwpwtpwsg,fwbg,xfw,pwtp,e?skww
p,f,f,w,v,d,pkyefffcnbt?skwwpwoewvd,fcnb,kye,pwoe,t?skww
e,f,n,w,s,g,ebswfnfwbge?sswwpwtpwsg,fwbg,bsw,pwtp,e?ssww
p,f,s,w,v,p,pksefsfcnbt?sswppwoewvp,fcnb,kse,pwoe,t?sswp
p,f,f,w,v,p,pfsnfffcnbt?skwwpwoewvp,fcnb,fsn,pwoe,t?skww
p,f,f,w,v,d,pfynfffcnbt?skpppwoewvd,fcnb,fyn,pwoe,t?skpp
e,f,n,w,s,g,eksgfnfwbpe?skwwpwtpwsg,fwbp,ksg,pwtp,e?skww
e,f,n,w,n,g,exswfnfwbwe?sswwpwtpwng,fwbw,xsw,pwtp,e?ssww
p,f,y,w,v,p,pfyefyfcnbt?sswppwoewvp,fcnb,fye,pwoe,t?sswp
p,f,f,w,v,d,pxsefffcnbt?sswwpwoewvd,fcnb,xse,pwoe,t?ssww
e,f,n,w,s,g,exfwfnfwbge?kkwwpwtpwsg,fwbg,xfw,pwtp,e?kkww
e,f,n,w,n,g,ekfwfnfwbge?kkwwpwtpwng,fwbg,kfw,pwtp,e?kkww
p,f,s,w,v,d,pfsefsfcnbt?kkpwpwoewvd,fcnb,fse,pwoe,t?kkpw
e,t,n,w,v,p,efsgtnfcbwebsswwpwtpwvp,fcbw,fsg,pwtp,ebssww
p,f,y,w,v,d,pksefyfcnbt?kswppwoewvd,fcnb,kse,pwoe,t?kswp
p,f,y,w,v,p,pxsnfyfcnbt?skwppwoewvp,fcnb,xsn,pwoe,t?skwp
e,f,n,b,c,l,eksnfnacbye?ssoopnopbcl,acby,ksn,pnop,e?ssoo
e,f,n,n,c,l,exsnfnacbne?ssoopoopncl,acbn,xsn,poop,e?ssoo
p,f,s,w,v,l,pkyefsfcnbt?kswwpwoewvl,fcnb,kye,pwoe,t?ksww
p,f,y,w,v,d,pxsefyfcnbt?kspwpwoewvd,fcnb,xse,pwoe,t?kspw
p,f,s,w,v,d,pxsnfsfcnbt?kswppwoewvd,fcnb,xsn,pwoe,t?kswp
p,f,y,w,v,d,pksefyfcnbt?kkwwpwoewvd,fcnb,kse,pwoe,t?kkww
p,f,y,w,v,l,pxsnfyfcnbt?skwwpwoewvl,fcnb,xsn,pwoe,t?skww
e,f,n,w,n,g,ekfwfnfwbge?kswwpwtpwng,fwbg,kfw,pwtp,e?ksww
e,f,n,n,c,l,eksnfnacboe?ssoopnopncl,acbo,ksn,pnop,e?ssoo
p,f,m,w,c,d,pkycfmfcbweckyccpwnnwcd,fcbw,kyc,pwnn,eckycc
e,f,n,w,s,g,exfgfnfwbge?sswwpwtpwsg,fwbg,xfg,pwtp,e?ssww
e,f,n,o,v,l,exsnfnacbne?ssoopoopovl,acbn,xsn,poop,e?ssoo
e,f,n,b,v,l,exsnfnacbye?ssoopoopbvl,acby,xsn,poop,e?ssoo
p,f,s,w,v,p,pkyefsfcnbt?kswppwoewvp,fcnb,kye,pwoe,t?kswp
e,f,n,w,n,g,ekfwfnfwbpe?sswwpwtpwng,fwbp,kfw,pwtp,e?ssww
e,f,n,w,s,g,exfgfnfwbge?kswwpwtpwsg,fwbg,xfg,pwtp,e?ksww
e,f,n,n,v,l,efsnfnacboe?ssoopoopnvl,acbo,fsn,poop,e?ssoo
p,f,y,w,v,d,pkynfyfcnbt?kkwppwoewvd,fcnb,kyn,pwoe,t?kkwp
p,f,s,w,v,l,pkynfsfcnbt?kspwpwoewvl,fcnb,kyn,pwoe,t?kspw
p,f,s,w,v,d,pfynfsfcnbt?kswwpwoewvd,fcnb,fyn,pwoe,t?ksww
p,f,y,w,v,p,pfyefyfcnbt?kswppwoewvp,fcnb,fye,pwoe,t?kswp
e,f,n,w,n,g,ekfgfnfwbpe?skwwpwtpwng,fwbp,kfg,pwtp,e?skww
p,f,s,w,v,d,pfyefsfcnbt?kkwppwoewvd,fcnb,fye,pwoe,t?kkwp
p,f,s,w,v,p,pfynfsfcnbt?kswppwoewvp,fcnb,fyn,pwoe,t?kswp
p,f,s,w,v,l,pksefsfcnbt?kspppwoewvl,fcnb,kse,pwoe,t?kspp
e,f,n,w,s,g,eksgfnfwbwe?kkwwpwtpwsg,fwbw,ksg,pwtp,e?kkww
e,f,n,y,c,l,ebsnfnacbye?ssoopnopycl,acby,bsn,pnop,e?ssoo
p,f,f,w,v,l,pkynfffcnbt?kkwwpwoewvl,fcnb,kyn,pwoe,t?kkww
p,f,s,w,v,p,pxsnfsfcnbt?kspppwoewvp,fcnb,xsn,pwoe,t?kspp
e,f,n,o,v,l,ebsnfnacboe?ssoopnopovl,acbo,bsn,pnop,e?ssoo
p,f,y,w,v,d,pksnfyfcnbt?kswwpwoewvd,fcnb,ksn,pwoe,t?ksww
p,f,y,w,v,p,pksnfyfcnbt?kkpwpwoewvp,fcnb,ksn,pwoe,t?kkpw
p,f,s,w,v,l,pksefsfcnbt?skwwpwoewvl,fcnb,kse,pwoe,t?skww
p,f,s,w,v,p,pfsefsfcnbt?sswppwoewvp,fcnb,fse,pwoe,t?sswp
p,f,s,w,v,p,pxsefsfcnbt?sspppwoewvp,fcnb,xse,pwoe,t?sspp
p,f,y,w,v,d,pxsefyfcnbt?sswwpwoewvd,fcnb,xse,pwoe,t?ssww
p,f,s,w,v,d,pxsnfsfcnbt?sspwpwoewvd,fcnb,xsn,pwoe,t?sspw
p,f,y,w,v,d,pkynfyfcnbt?skwwpwoewvd,fcnb,kyn,pwoe,t?skww
e,t,n,w,y,p,exsptnfcbwebsswwpwtpwyp,fcbw,xsp,pwtp,ebssww
p,f,y,w,v,d,pfsefyfcnbt?skwppwoewvd,fcnb,fse,pwoe,t?skwp
p,f,m,w,c,d,pxynfmacbweckyccpwnnwcd,acbw,xyn,pwnn,eckycc
p,f,f,w,v,l,pksnfffcnbt?sswwpwoewvl,fcnb,ksn,pwoe,t?ssww
e,f,n,w,s,g,eksgfnfwbge?kkwwpwtpwsg,fwbg,ksg,pwtp,e?kkww
p,f,f,w,v,d,pksnfffcnbt?kspwpwoewvd,fcnb,ksn,pwoe,t?kspw
p,f,y,w,v,p,pfynfyfcnbt?kkpwpwoewvp,fcnb,fyn,pwoe,t?kkpw
p,f,s,w,v,p,pksnfsfcnbt?skpwpwoewvp,fcnb,ksn,pwoe,t?skpw
p,f,y,w,v,d,pkyefyfcnbt?skpwpwoewvd,fcnb,kye,pwoe,t?skpw
p,f,f,w,v,d,pfyefffcnbt?kspwpwoewvd,fcnb,fye,pwoe,t?kspw
e,t,n,w,y,p,efsctnfcbwebsswwpwtpwyp,fcbw,fsc,pwtp,ebssww
p,f,f,w,v,l,pfynfffcnbt?skpwpwoewvl,fcnb,fyn,pwoe,t?skpw
p,f,f,w,v,d,pksefffcnbt?skwppwoewvd,fcnb,kse,pwoe,t?skwp
p,f,y,w,v,l,pxsefyfcnbt?kspppwoewvl,fcnb,xse,pwoe,t?kspp
p,f,y,w,v,l,pfyefyfcnbt?kkpppwoewvl,fcnb,fye,pwoe,t?kkpp
p,f,f,w,v,p,pxsnfffcnbt?sspwpwoewvp,fcnb,xsn,pwoe,t?sspw
e,f,n,n,c,l,efsnfnacbye?ssoopnopncl,acby,fsn,pnop,e?ssoo
p,f,s,w,v,d,pfsefsfcnbt?skpppwoewvd,fcnb,fse,pwoe,t?skpp
p,f,s,w,v,p,pxyefsfcnbt?skpwpwoewvp,fcnb,xye,pwoe,t?skpw
p,f,f,w,v,d,pxyefffcnbt?skwwpwoewvd,fcnb,xye,pwoe,t?skww
p,f,s,w,v,p,pxsefsfcnbt?kkpppwoewvp,fcnb,xse,pwoe,t?kkpp
p,f,f,w,v,l,pksefffcnbt?kkpppwoewvl,fcnb,kse,pwoe,t?kkpp
p,f,y,w,v,l,pxsefyfcnbt?sswppwoewvl,fcnb,xse,pwoe,t?sswp
e,f,n,w,s,g,ebfgfnfwbwe?kswwpwtpwsg,fwbw,bfg,pwtp,e?ksww
p,f,s,w,v,p,pkyefsfcnbt?kspwpwoewvp,fcnb,kye,pwoe,t?kspw
p,f,s,w,v,l,pksefsfcnbt?skpwpwoewvl,fcnb,kse,pwoe,t?skpw
e,f,n,w,n,g,ekfgfnfwbge?sswwpwtpwng,fwbg,kfg,pwtp,e?ssww
e,f,n,n,v,l,efsnfnacbne?ssoopnopnvl,acbn,fsn,pnop,e?ssoo
p,f,m,w,c,d,pfynfmfcbweckyccpwnnwcd,fcbw,fyn,pwnn,eckycc
p,f,s,w,v,d,pksefsfcnbt?skwppwoewvd,fcnb,kse,pwoe,t?skwp
p,f,f,w,v,l,pfsnfffcnbt?kkwwpwoewvl,fcnb,fsn,pwoe,t?kkww
p,f,f,w,v,p,pkynfffcnbt?kkwppwoewvp,fcnb,kyn,pwoe,t?kkwp
p,f,y,w,v,l,pksefyfcnbt?sswppwoewvl,fcnb,kse,pwoe,t?sswp
p,f,y,w,v,p,pkynfyfcnbt?sswwpwoewvp,fcnb,kyn,pwoe,t?ssww
p,f,y,w,v,l,pkynfyfcnbt?skwppwoewvl,fcnb,kyn,pwoe,t?skwp
e,f,n,w,n,g,exfgfnfwbge?kkwwpwtpwng,fwbg,xfg,pwtp,e?kkww
p,f,f,w,v,p,pkyefffcnbt?kkwppwoewvp,fcnb,kye,pwoe,t?kkwp
p,f,m,w,c,d,pxycfmacbyeckyccpwnnwcd,acby,xyc,pwnn,eckycc
p,f,s,w,v,p,pkyefsfcnbt?kkwppwoewvp,fcnb,kye,pwoe,t?kkwp
p,f,s,w,v,l,pkyefsfcnbt?kkpwpwoewvl,fcnb,kye,pwoe,t?kkpw
e,f,n,w,s,g,ebswfnfwbpe?skwwpwtpwsg,fwbp,bsw,pwtp,e?skww
p,f,y,w,v,d,pksnfyfcnbt?kkpwpwoewvd,fcnb,ksn,pwoe,t?kkpw
p,f,y,w,v,p,pxsefyfcnbt?skpppwoewvp,fcnb,xse,pwoe,t?skpp
p,f,f,w,v,l,pfynfffcnbt?kspwpwoewvl,fcnb,fyn,pwoe,t?kspw
p,f,y,w,v,p,pfsefyfcnbt?kkpppwoewvp,fcnb,fse,pwoe,t?kkpp
p,f,f,w,v,d,pkyefffcnbt?skpwpwoewvd,fcnb,kye,pwoe,t?skpw
p,f,f,w,v,d,pkyefffcnbt?kswppwoewvd,fcnb,kye,pwoe,t?kswp
e,f,n,w,n,g,ebfwfnfwbwe?sswwpwtpwng,fwbw,bfw,pwtp,e?ssww
p,f,m,w,c,d,pkynfmacbweckyccpwnnwcd,acbw,kyn,pwnn,eckycc
p,f,y,w,v,d,pfyefyfcnbt?kspwpwoewvd,fcnb,fye,pwoe,t?kspw
p,f,f,w,v,p,pksnfffcnbt?skwppwoewvp,fcnb,ksn,pwoe,t?skwp
p,f,f,w,v,p,pkynfffcnbt?kswppwoewvp,fcnb,kyn,pwoe,t?kswp
p,f,s,w,v,l,pxsefsfcnbt?kkwwpwoewvl,fcnb,xse,pwoe,t?kkww
e,t,n,w,v,p,exygtnfcbwebsswwpwtpwvp,fcbw,xyg,pwtp,ebssww
p,f,y,w,v,d,pfsnfyfcnbt?kspwpwoewvd,fcnb,fsn,pwoe,t?kspw
p,f,y,w,v,p,pkyefyfcnbt?kswwpwoewvp,fcnb,kye,pwoe,t?ksww
e,f,n,w,n,g,ekfwfnfwbwe?kkwwpwtpwng,fwbw,kfw,pwtp,e?kkww
p,f,s,w,v,d,pxsnfsfcnbt?kspppwoewvd,fcnb,xsn,pwoe,t?kspp
p,f,y,w,v,d,pkynfyfcnbt?sspwpwoewvd,fcnb,kyn,pwoe,t?sspw
p,f,s,w,v,d,pxsefsfcnbt?sspwpwoewvd,fcnb,xse,pwoe,t?sspw
e,f,n,w,n,g,ekswfnfwbwe?skwwpwtpwng,fwbw,ksw,pwtp,e?skww
p,f,s,w,v,p,pfynfsfcnbt?sswppwoewvp,fcnb,fyn,pwoe,t?sswp
p,f,s,w,v,p,pksefsfcnbt?kkwppwoewvp,fcnb,kse,pwoe,t?kkwp
p,f,y,w,v,p,pksefyfcnbt?kkwwpwoewvp,fcnb,kse,pwoe,t?kkww
p,f,f,w,v,l,pfyefffcnbt?skpppwoewvl,fcnb,fye,pwoe,t?skpp
e,f,n,y,v,l,efsnfnacbne?ssoopnopyvl,acbn,fsn,pnop,e?ssoo
p,f,y,w,v,d,pfynfyfcnbt?kkpwpwoewvd,fcnb,fyn,pwoe,t?kkpw
p,f,y,w,v,d,pkyefyfcnbt?sspwpwoewvd,fcnb,kye,pwoe,t?sspw
p,f,y,w,v,d,pksefyfcnbt?skwwpwoewvd,fcnb,kse,pwoe,t?skww
p,f,f,w,v,l,pksefffcnbt?skpwpwoewvl,fcnb,kse,pwoe,t?skpw
e,f,n,b,v,l,ebsnfnacboe?ssoopoopbvl,acbo,bsn,poop,e?ssoo
e,f,n,w,s,g,eksgfnfwbpe?kkwwpwtpwsg,fwbp,ksg,pwtp,e?kkww
e,f,n,n,v,l,exsnfnacbne?ssoopoopnvl,acbn,xsn,poop,e?ssoo
e,f,n,w,n,g,exfgfnfwbpe?kkwwpwtpwng,fwbp,xfg,pwtp,e?kkww
p,f,y,w,v,d,pksefyfcnbt?sswppwoewvd,fcnb,kse,pwoe,t?sswp
p,f,f,w,v,d,pfyefffcnbt?skwppwoewvd,fcnb,fye,pwoe,t?skwp
p,f,s,w,v,d,pksnfsfcnbt?kkpwpwoewvd,fcnb,ksn,pwoe,t?kkpw
p,f,y,w,v,p,pksnfyfcnbt?kspwpwoewvp,fcnb,ksn,pwoe,t?kspw
e,f,n,w,n,g,ebswfnfwbpe?kswwpwtpwng,fwbp,bsw,pwtp,e?ksww
p,f,s,w,v,d,pfsnfsfcnbt?sspppwoewvd,fcnb,fsn,pwoe,t?sspp
e,f,n,w,n,g,ebfgfnfwbpe?skwwpwtpwng,fwbp,bfg,pwtp,e?skww
p,f,f,w,v,d,pxsnfffcnbt?kswwpwoewvd,fcnb,xsn,pwoe,t?ksww
p,f,f,w,v,l,pxyefffcnbt?skwwpwoewvl,fcnb,xye,pwoe,t?skww
p,f,m,w,c,d,pfycfmfcbweckyccpwnnwcd,fcbw,fyc,pwnn,eckycc
p,f,s,w,v,d,pfsnfsfcnbt?sswppwoewvd,fcnb,fsn,pwoe,t?sswp
p,f,s,w,v,l,pxyefsfcnbt?sspwpwoewvl,fcnb,xye,pwoe,t?sspw
p,f,s,w,v,l,pfsnfsfcnbt?kkwwpwoewvl,fcnb,fsn,pwoe,t?kkww
p,f,f,w,v,p,pfyefffcnbt?kswppwoewvp,fcnb,fye,pwoe,t?kswp
p,f,f,w,v,l,pfsefffcnbt?kkwppwoewvl,fcnb,fse,pwoe,t?kkwp
p,f,s,w,v,d,pxsefsfcnbt?kkwwpwoewvd,fcnb,xse,pwoe,t?kkww
e,f,n,w,s,g,eksgfnfwbwe?kswwpwtpwsg,fwbw,ksg,pwtp,e?ksww
p,f,y,w,v,p,pxsefyfcnbt?sspwpwoewvp,fcnb,xse,pwoe,t?sspw
p,f,y,w,v,l,pksnfyfcnbt?kswppwoewvl,fcnb,ksn,pwoe,t?kswp
p,f,s,w,v,l,pkyefsfcnbt?kswppwoewvl,fcnb,kye,pwoe,t?kswp
p,f,y,w,v,p,pxsnfyfcnbt?kkwppwoewvp,fcnb,xsn,pwoe,t?kkwp
e,f,n,w,n,g,ebsgfnfwbge?skwwpwtpwng,fwbg,bsg,pwtp,e?skww
p,f,s,w,v,l,pxsnfsfcnbt?sswppwoewvl,fcnb,xsn,pwoe,t?sswp
p,f,s,w,v,d,pfsefsfcnbt?sswwpwoewvd,fcnb,fse,pwoe,t?ssww
p,f,s,w,v,d,pksnfsfcnbt?sspwpwoewvd,fcnb,ksn,pwoe,t?sspw
e,f,n,w,s,g,ebsgfnfwbwe?sswwpwtpwsg,fwbw,bsg,pwtp,e?ssww
p,f,y,w,v,p,pxsnfyfcnbt?kkpppwoewvp,fcnb,xsn,pwoe,t?kkpp
p,f,y,w,v,p,pfyefyfcnbt?skwwpwoewvp,fcnb,fye,pwoe,t?skww
p,f,y,w,v,d,pfsefyfcnbt?skpwpwoewvd,fcnb,fse,pwoe,t?skpw
p,f,m,w,c,d,pfynfmfcbyeckyccpwnnwcd,fcby,fyn,pwnn,eckycc
e,f,n,w,s,g,ebfgfnfwbge?kswwpwtpwsg,fwbg,bfg,pwtp,e?ksww
p,f,f,w,v,p,pfsefffcnbt?kkpppwoewvp,fcnb,fse,pwoe,t?kkpp
p,f,f,w,v,l,pksnfffcnbt?skpppwoewvl,fcnb,ksn,pwoe,t?skpp
e,f,n,w,n,g,eksgfnfwbpe?skwwpwtpwng,fwbp,ksg,pwtp,e?skww
p,f,f,w,v,l,pkynfffcnbt?kkpppwoewvl,fcnb,kyn,pwoe,t?kkpp
p,f,s,w,v,l,pxsefsfcnbt?kkpppwoewvl,fcnb,xse,pwoe,t?kkpp
e,f,n,y,c,l,ebsnfnacbye?ssoopoopycl,acby,bsn,poop,e?ssoo
p,f,f,w,v,l,pkynfffcnbt?skpwpwoewvl,fcnb,kyn,pwoe,t?skpw
p,f,s,w,v,l,pfynfsfcnbt?kkwwpwoewvl,fcnb,fyn,pwoe,t?kkww
e,f,n,b,c,l,exsnfnacbne?ssoopnopbcl,acbn,xsn,pnop,e?ssoo
p,f,f,w,v,l,pksnfffcnbt?kkpwpwoewvl,fcnb,ksn,pwoe,t?kkpw
p,f,f,w,v,d,pksnfffcnbt?kkpppwoewvd,fcnb,ksn,pwoe,t?kkpp
p,f,s,w,v,p,pksnfsfcnbt?kspppwoewvp,fcnb,ksn,pwoe,t?kspp
p,f,s,w,v,p,pksnfsfcnbt?sspwpwoewvp,fcnb,ksn,pwoe,t?sspw
e,t,n,w,y,p,efyctnfcbwebsswwpwtpwyp,fcbw,fyc,pwtp,ebssww
e,f,n,n,c,l,efsnfnacbne?ssoopnopncl,acbn,fsn,pnop,e?ssoo
e,f,n,w,n,g,ebswfnfwbge?kkwwpwtpwng,fwbg,bsw,pwtp,e?kkww
p,f,s,w,v,p,pksefsfcnbt?sspppwoewvp,fcnb,kse,pwoe,t?sspp
e,f,n,w,n,g,ebsgfnfwbwe?sswwpwtpwng,fwbw,bsg,pwtp,e?ssww
p,f,y,w,v,p,pkyefyfcnbt?kkpwpwoewvp,fcnb,kye,pwoe,t?kkpw
p,f,s,w,v,d,pkynfsfcnbt?sswwpwoewvd,fcnb,kyn,pwoe,t?ssww
e,f,n,y,c,l,exsnfnacboe?ssoopoopycl,acbo,xsn,poop,e?ssoo
p,f,y,w,v,p,pxsefyfcnbt?kswwpwoewvp,fcnb,xse,pwoe,t?ksww
p,f,f,w,v,d,pxsnfffcnbt?kspppwoewvd,fcnb,xsn,pwoe,t?kspp
p,f,y,w,v,l,pfsefyfcnbt?kswwpwoewvl,fcnb,fse,pwoe,t?ksww
p,f,s,w,v,p,pfyefsfcnbt?sspppwoewvp,fcnb,fye,pwoe,t?sspp
p,f,s,w,v,p,pxyefsfcnbt?kspppwoewvp,fcnb,xye,pwoe,t?kspp
p,f,f,w,v,d,pksefffcnbt?kkwwpwoewvd,fcnb,kse,pwoe,t?kkww
e,f,n,w,y,d,ekynfnfcbwebyynnpwtpwyd,fcbw,kyn,pwtp,ebyynn
p,f,f,w,v,d,pfsefffcnbt?sswwpwoewvd,fcnb,fse,pwoe,t?ssww
p,f,s,w,v,p,pksnfsfcnbt?kkpwpwoewvp,fcnb,ksn,pwoe,t?kkpw
p,f,y,w,v,p,pfynfyfcnbt?sswwpwoewvp,fcnb,fyn,pwoe,t?ssww
p,f,f,w,v,d,pfsefffcnbt?kspppwoewvd,fcnb,fse,pwoe,t?kspp
e,f,n,w,n,g,ekfgfnfwbwe?sswwpwtpwng,fwbw,kfg,pwtp,e?ssww
p,f,f,w,v,d,pksnfffcnbt?skwppwoewvd,fcnb,ksn,pwoe,t?skwp
e,f,n,w,s,g,ebfwfnfwbpe?kswwpwtpwsg,fwbp,bfw,pwtp,e?ksww
p,f,y,w,v,l,pksefyfcnbt?kkpwpwoewvl,fcnb,kse,pwoe,t?kkpw
e,f,n,w,n,g,exsgfnfwbpe?kkwwpwtpwng,fwbp,xsg,pwtp,e?kkww
e,f,n,y,c,l,eksnfnacbye?ssoopoopycl,acby,ksn,poop,e?ssoo
p,f,f,w,v,p,pksefffcnbt?kswppwoewvp,fcnb,kse,pwoe,t?kswp
p,f,f,w,v,l,pkynfffcnbt?sswppwoewvl,fcnb,kyn,pwoe,t?sswp
e,f,n,w,n,g,ekfgfnfwbge?kkwwpwtpwng,fwbg,kfg,pwtp,e?kkww
p,f,y,w,v,l,pxsnfyfcnbt?sspppwoewvl,fcnb,xsn,pwoe,t?sspp
p,f,s,w,v,l,pkynfsfcnbt?sswppwoewvl,fcnb,kyn,pwoe,t?sswp
e,f,n,w,n,g,exfwfnfwbge?kswwpwtpwng,fwbg,xfw,pwtp,e?ksww
p,f,f,w,v,p,pkyefffcnbt?kspwpwoewvp,fcnb,kye,pwoe,t?kspw
p,f,f,w,v,l,pksefffcnbt?kspppwoewvl,fcnb,kse,pwoe,t?kspp
p,f,f,w,v,l,pksefffcnbt?kkpwpwoewvl,fcnb,kse,pwoe,t?kkpw
p,f,s,w,v,p,pkyefsfcnbt?kswwpwoewvp,fcnb,kye,pwoe,t?ksww
p,f,s,w,v,p,pkynfsfcnbt?sspwpwoewvp,fcnb,kyn,pwoe,t?sspw
e,f,n,w,n,g,eksgfnfwbge?kkwwpwtpwng,fwbg,ksg,pwtp,e?kkww
p,f,f,w,v,p,pkynfffcnbt?kkpppwoewvp,fcnb,kyn,pwoe,t?kkpp
p,f,f,w,v,l,pksefffcnbt?sswppwoewvl,fcnb,kse,pwoe,t?sswp
e,f,n,w,n,g,exsgfnfwbwe?skwwpwtpwng,fwbw,xsg,pwtp,e?skww
e,f,n,y,v,l,efsnfnacbye?ssoopoopyvl,acby,fsn,poop,e?ssoo
e,f,n,w,n,g,eksgfnfwbge?kswwpwtpwng,fwbg,ksg,pwtp,e?ksww
p,f,s,w,v,p,pxsefsfcnbt?kswppwoewvp,fcnb,xse,pwoe,t?kswp
p,f,f,w,v,d,pksnfffcnbt?sswwpwoewvd,fcnb,ksn,pwoe,t?ssww
p,f,s,w,v,p,pksnfsfcnbt?skwppwoewvp,fcnb,ksn,pwoe,t?skwp
e,f,n,w,s,g,exsgfnfwbpe?kswwpwtpwsg,fwbp,xsg,pwtp,e?ksww
p,f,s,w,v,p,pkyefsfcnbt?kkpppwoewvp,fcnb,kye,pwoe,t?kkpp
e,f,n,y,v,l,efsnfnacbne?ssoopoopyvl,acbn,fsn,poop,e?ssoo
e,f,n,w,n,g,ekswfnfwbwe?kkwwpwtpwng,fwbw,ksw,pwtp,e?kkww
p,f,m,w,c,d,pfyefmfcbyeckyccpwnnwcd,fcby,fye,pwnn,eckycc
e,f,n,w,s,g,ebsgfnfwbge?kkwwpwtpwsg,fwbg,bsg,pwtp,e?kkww
p,f,y,w,v,p,pfynfyfcnbt?skwwpwoewvp,fcnb,fyn,pwoe,t?skww
e,f,n,b,c,l,ebsnfnacboe?ssoopnopbcl,acbo,bsn,pnop,e?ssoo
e,f,n,w,n,g,ebsgfnfwbwe?kswwpwtpwng,fwbw,bsg,pwtp,e?ksww
e,f,n,y,c,l,eksnfnacbne?ssoopoopycl,acbn,ksn,poop,e?ssoo
e,f,n,w,n,g,ebsgfnfwbpe?kkwwpwtpwng,fwbp,bsg,pwtp,e?kkww
p,f,f,w,v,l,pksnfffcnbt?kswwpwoewvl,fcnb,ksn,pwoe,t?ksww
p,f,y,w,v,p,pkynfyfcnbt?skpwpwoewvp,fcnb,kyn,pwoe,t?skpw
e,f,n,o,c,l,efsnfnacbne?ssoopnopocl,acbn,fsn,pnop,e?ssoo
p,f,y,w,v,p,pksefyfcnbt?kkpppwoewvp,fcnb,kse,pwoe,t?kkpp
p,f,y,w,v,p,pfsefyfcnbt?skwppwoewvp,fcnb,fse,pwoe,t?skwp
p,f,y,w,v,l,pksnfyfcnbt?skpppwoewvl,fcnb,ksn,pwoe,t?skpp
